time_period,region_name,qualification,subject_area,subject_name,entry_count,perc_astar_grade_achieved,perc_astar_a_grade_achieved,perc_astar_b_grade_achieved,perc_astar_c_grade_achieved,perc_astar_d_grade_achieved,perc_astar_e_grade_achieved 
2022 to 23,London,A level,Science - Biology,Total Biology,11111.0,7.35307,24.24624,45.80146,65.59266,83.32283,94.70795
2022 to 23,London,A level,Classical studies,Classical Civilisation,518.0,9.07336,34.94208,67.76062,87.45174,94.40154,98.64865
2022 to 23,London,A level,Design and technology,D&T Textiles Technology,45.0,11.11111,22.22222,42.22222,66.66667,86.66667,97.77778
2022 to 23,London,A level,English,Total English,7832.0,8.51634,22.16547,54.11134,81.3713,95.23749,98.92748
2022 to 23,London,A level,Arts,Drama & Theatre Studies,980.0,4.4898,19.59184,54.59184,82.7551,95.0,98.67347
2022 to 23,London,A level,Design and technology,D&T Systems & Control,0.0,,,,,,
2022 to 23,London,A level,Art & Design,Fine Art,1599.0,14.00876,34.95935,64.91557,86.2414,95.87242,98.81176
2022 to 23,London,A level,Science - Physics,Total Physics,5727.0,10.45923,30.76654,50.28811,68.18579,83.58652,94.30767
2022 to 23,London,A level,Design and technology,Design & Technology,0.0,,,,,,
2022 to 23,London,A level,Modern languages - other,Russian,84.0,26.19048,89.28571,95.2381,97.61905,98.80952,98.80952
2022 to 23,London,A level,Maths - Further,Total Further Mathematics,2501.0,26.9892,56.01759,75.32987,88.32467,94.28229,97.84086
2022 to 23,London,A level,General studies,Total General studies,0.0,,,,,,
2022 to 23,London,A level,Modern languages - other,Turkish,258.0,18.99225,39.53488,75.5814,87.9845,95.73643,97.67442
2022 to 23,London,A level,Art & Design,3d Studies,257.0,11.28405,26.07004,52.52918,79.76654,89.10506,97.27626
2022 to 23,London,A level,Modern languages - other,Punjabi,15.0,46.66667,53.33333,80.0,86.66667,93.33333,93.33333
2022 to 23,London,A level,Science - other,Total Other Sciences,78.0,16.66667,33.33333,41.02564,58.97436,78.20513,92.30769
2022 to 23,London,A level,All subjects,Total subjects,130250.0,8.49981,26.40384,52.43608,74.86449,89.26987,96.63263
2022 to 23,London,A level,Art & Design,Total Art & Design,4829.0,11.28598,28.22531,58.81135,82.60509,94.11887,98.44688
2022 to 23,London,A level,Home Economics,Total Home Economics,0.0,,,,,,
2022 to 23,London,A level,Modern languages - other,Gujarati,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,London,A level,Classical studies,Classical Greek,3.0,66.66667,66.66667,66.66667,100.0,100.0,100.0
2022 to 23,London,A level,Design and technology,Total D&T,1091.0,4.033,11.91567,36.48029,66.72777,88.26764,96.97525
2022 to 23,London,A level,Physical Education,Physical Education/Sports Studies,986.0,3.5497,13.48884,36.81542,61.66329,82.55578,94.11765
2022 to 23,London,A level,Art & Design,History of Art,58.0,8.62069,36.2069,68.96552,89.65517,100.0,100.0
2022 to 23,London,A level,English,English language,540.0,1.66667,10.74074,40.37037,74.81481,94.07407,98.33333
2022 to 23,London,A level,Modern languages - other,Total Other Modern Languages,1282.0,24.80499,57.4103,80.42122,90.32761,95.55382,97.34789
2022 to 23,London,A level,Arts,Communication Studies,0.0,,,,,,
2022 to 23,London,A level,All facilitating subjects,Total facilitating subjects,68303.0,10.77991,31.7497,55.65056,74.99817,88.53345,96.28567
2022 to 23,London,A level,Arts,Film Studies,866.0,1.84758,12.70208,49.88453,83.14088,95.38106,97.57506
2022 to 23,London,A level,Maths,Mathematics (Pure),0.0,,,,,,
2022 to 23,London,A level,Art & Design,Graphics,505.0,7.52475,22.57426,51.28713,78.41584,92.07921,97.42574
2022 to 23,London,A level,Science - other,Environmental Science,7.0,0.0,0.0,14.28571,42.85714,100.0,100.0
2022 to 23,London,A level,Art & Design,Critical Studies,22.0,18.18182,40.90909,63.63636,81.81818,100.0,100.0
2022 to 23,London,A level,Modern languages - other,Urdu,27.0,29.62963,62.96296,92.59259,92.59259,92.59259,96.2963
2022 to 23,London,A level,Modern languages - other,Arabic,160.0,29.375,53.125,73.75,84.375,89.375,93.125
2022 to 23,London,A level,Archaeology,Total Archaeology,0.0,,,,,,
2022 to 23,London,A level,Maths,Mathematics (Statistics),52.0,0.0,3.84615,15.38462,32.69231,67.30769,90.38462
2022 to 23,London,A level,Modern languages,French,943.0,10.60445,34.0403,60.86957,80.59385,92.25875,98.51538
2022 to 23,London,A level,Arts,Media/Film/Tv Studies,2466.0,1.58151,10.42174,44.20114,77.77778,94.60665,98.78345
2022 to 23,London,A level,Arts,Total Arts,4312.0,2.29592,12.96382,47.70408,79.98609,94.85158,98.51577
2022 to 23,London,A level,Arts,Creative Writing,0.0,,,,,,
2022 to 23,London,A level,Physical Education,Total Physical Education,1070.0,4.39252,14.85981,38.8785,64.01869,83.64486,94.57944
2022 to 23,London,A level,Religious Studies,Total Religious Studies,2613.0,5.24302,24.49292,53.6548,78.49215,92.00153,97.4359
2022 to 23,London,A level,All STEM subjects,Total STEM subjects,49810.0,11.25075,32.30877,52.74644,70.69665,85.33427,95.13752
2022 to 23,London,A level,Physical Education,Dance,84.0,14.28571,30.95238,63.09524,91.66667,96.42857,100.0
2022 to 23,East of England,A level,General studies,General Studies,0.0,,,,,,
2022 to 23,East of England,A level,Maths,Use of mathematics,0.0,,,,,,
2022 to 23,East of England,A level,Modern languages - other,Irish,0.0,,,,,,
2022 to 23,East of England,A level,Government and politics,Total Government and Politics,2205.0,6.12245,25.62358,54.01361,77.68707,90.92971,97.50567
2022 to 23,East of England,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2022 to 23,East of England,A level,Science - Chemistry,Total Chemistry,4724.0,9.2718,29.76291,51.10076,69.5597,84.92803,95.72396
2022 to 23,East of England,A level,Art & Design,Textiles,264.0,7.57576,23.48485,55.30303,85.22727,96.9697,99.62121
2022 to 23,East of England,A level,Modern languages - other,Italian,74.0,27.02703,55.40541,78.37838,87.83784,95.94595,100.0
2022 to 23,East of England,A level,Modern languages - other,Modern Greek,14.0,14.28571,64.28571,85.71429,100.0,100.0,100.0
2022 to 23,East of England,A level,Design and technology,D&T Product Design,984.0,2.7439,10.56911,29.77642,57.62195,81.09756,93.39431
2022 to 23,East of England,A level,Classical studies,Latin,41.0,14.63415,48.78049,68.29268,82.92683,90.2439,95.12195
2022 to 23,East of England,A level,Modern languages - other,Bengali,0.0,,,,,,
2022 to 23,East of England,A level,Geography,Total Geography,3724.0,5.96133,23.38883,50.69817,77.52417,92.64232,97.85177
2022 to 23,East of England,A level,History,Total History,4640.0,4.76293,21.57328,52.67241,78.42672,93.18966,98.53448
2022 to 23,East of England,A level,Accounting and Finance,Total Accounting and finance,267.0,1.87266,13.10861,27.71536,47.94007,75.2809,90.26217
2022 to 23,East of England,A level,Business Studies,Total Business Studies,4368.0,3.73168,14.90385,44.94048,73.83242,91.09432,97.09249
2022 to 23,East of England,A level,Modern languages,Spanish,611.0,9.49264,30.11457,55.31915,79.7054,92.14403,98.527
2022 to 23,East of England,A level,Economics,Total Economics,3699.0,6.299,26.35848,54.58232,78.66991,91.37605,97.51284
2022 to 23,East of England,A level,Music,Music Technology,189.0,5.82011,12.69841,36.50794,65.07937,78.30688,93.65079
2022 to 23,East of England,A level,Modern languages - other,Chinese,18.0,0.0,38.88889,77.77778,77.77778,83.33333,100.0
2022 to 23,East of England,A level,Classical studies,Ancient History,69.0,1.44928,15.94203,56.52174,86.95652,92.75362,94.2029
2022 to 23,East of England,A level,Modern languages - other,Persian,5.0,20.0,40.0,40.0,60.0,80.0,80.0
2022 to 23,East of England,A level,Art & Design,Photography,1178.0,8.31919,20.4584,54.75382,80.3056,93.37861,97.70798
2022 to 23,East of England,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2022 to 23,East of England,A level,Modern languages - other,Portuguese,44.0,9.09091,43.18182,70.45455,79.54545,88.63636,88.63636
2022 to 23,East of England,A level,Modern languages - other,Modern Hebrew,4.0,50.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,East of England,A level,Anthropology,Total Anthropology,0.0,,,,,,
2022 to 23,East of England,A level,Logic/Philosophy,Total Logic/ Philosophy,376.0,1.59574,12.76596,38.29787,64.62766,84.30851,93.88298
2022 to 23,East of England,A level,Science - other,Geology,108.0,12.03704,31.48148,57.40741,75.0,86.11111,95.37037
2022 to 23,East of England,A level,Sociology,Total Sociology,5110.0,6.12524,18.80626,47.67123,76.22309,91.64384,97.49511
2022 to 23,East of England,A level,Law,Total Law,1384.0,4.04624,15.53468,38.36705,61.63295,81.06936,95.08671
2022 to 23,East of England,A level,Psychology,Total Psychology,7984.0,5.4484,18.42435,43.21142,68.53707,86.61072,96.14228
2022 to 23,East of England,A level,Modern languages - other,Polish,78.0,8.97436,35.89744,66.66667,80.76923,87.17949,93.58974
2022 to 23,East of England,A level,Computer Science,Total Computer Science,1890.0,5.82011,24.65608,47.51323,68.83598,84.55026,95.13228
2022 to 23,East of England,A level,Modern languages,German,234.0,12.39316,38.03419,64.10256,84.18803,93.58974,99.57265
2022 to 23,East of England,A level,ICT,Total ICT,0.0,,,,,,
2022 to 23,East of England,A level,Classical studies,Total Classical studies,482.0,4.97925,24.89627,58.92116,82.36515,93.9834,98.13278
2022 to 23,East of England,A level,Design and technology,D&T Food Technology,0.0,,,,,,
2022 to 23,East of England,A level,Maths,Maths,8121.0,15.39219,38.14801,57.13582,73.57468,87.05824,96.13348
2022 to 23,East of England,A level,Maths,Total Maths,8214.0,15.23009,37.81349,56.85415,73.3382,86.93694,96.10421
2022 to 23,East of England,A level,Classical studies,Other Classical Languages,0.0,,,,,,
2022 to 23,East of England,A level,Art & Design,Art and design,525.0,12.19048,28.38095,61.14286,87.42857,95.61905,98.66667
2022 to 23,East of England,A level,Science - other,Electronics,44.0,34.09091,50.0,68.18182,77.27273,88.63636,97.72727
2022 to 23,East of England,A level,Geography,Geography,3724.0,5.96133,23.38883,50.69817,77.52417,92.64232,97.85177
2022 to 23,East of England,A level,Design and technology,D&T Engineering,14.0,0.0,7.14286,7.14286,21.42857,35.71429,71.42857
2022 to 23,East of England,A level,English,English literature,3141.0,8.46864,23.71856,55.6829,81.31168,94.42853,98.94938
2022 to 23,East of England,A level,Music,Total Music,579.0,5.35406,19.17098,42.31434,69.60276,86.5285,96.71848
2022 to 23,East of England,A level,Modern languages,Total Modern languages including Other,1756.0,11.33257,37.75626,64.06606,82.23235,92.71071,98.06378
2022 to 23,East of England,A level,Music,Music,390.0,5.12821,22.30769,45.12821,71.79487,90.51282,98.20513
2022 to 23,East of England,A level,English,English language & literature,1101.0,3.45141,12.17075,42.68847,77.3842,93.73297,98.81926
2022 to 23,East of England,A level,Modern languages - other,Japanese,6.0,33.33333,66.66667,83.33333,83.33333,100.0,100.0
2022 to 23,East of England,A level,Science - Biology,Total Biology,6266.0,8.76157,25.34312,46.20172,66.58155,84.43983,95.5474
2022 to 23,East of England,A level,Classical studies,Classical Civilisation,369.0,4.33604,23.30623,57.99458,81.30081,94.57995,99.18699
2022 to 23,East of England,A level,Design and technology,D&T Textiles Technology,95.0,4.21053,22.10526,51.57895,72.63158,89.47368,96.84211
2022 to 23,East of England,A level,English,Total English,5282.0,6.2855,19.10261,50.71942,80.57554,94.54752,98.97766
2022 to 23,East of England,A level,Arts,Drama & Theatre Studies,1048.0,2.48092,14.50382,47.90076,76.24046,93.03435,98.66412
2022 to 23,East of England,A level,Design and technology,D&T Systems & Control,0.0,,,,,,
2022 to 23,East of England,A level,Art & Design,Fine Art,1316.0,11.39818,29.10334,58.81459,82.44681,94.83283,99.3921
2022 to 23,East of England,A level,Science - Physics,Total Physics,3341.0,8.6501,26.87818,46.87219,64.77103,82.10117,94.19336
2022 to 23,East of England,A level,Design and technology,Design & Technology,0.0,,,,,,
2022 to 23,East of England,A level,Modern languages - other,Russian,42.0,26.19048,90.47619,100.0,100.0,100.0,100.0
2022 to 23,East of England,A level,Maths - Further,Total Further Mathematics,1300.0,26.07692,55.69231,75.07692,85.92308,93.07692,97.61538
2022 to 23,East of England,A level,General studies,Total General studies,0.0,,,,,,
2022 to 23,East of England,A level,Modern languages - other,Turkish,27.0,14.81481,55.55556,81.48148,88.88889,92.59259,96.2963
2022 to 23,East of England,A level,Art & Design,3d Studies,145.0,6.2069,22.06897,47.58621,68.96552,86.2069,98.62069
2022 to 23,East of England,A level,Modern languages - other,Punjabi,1.0,0.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,East of England,A level,Science - other,Total Other Sciences,417.0,9.11271,20.14388,41.00719,63.54916,82.2542,92.56595
2022 to 23,East of England,A level,All subjects,Total subjects,79766.0,7.55961,23.98641,49.74927,73.55264,89.0605,96.837
2022 to 23,East of England,A level,Art & Design,Total Art & Design,3923.0,9.68646,25.23579,56.13051,81.28983,93.9842,98.59801
2022 to 23,East of England,A level,Home Economics,Total Home Economics,0.0,,,,,,
2022 to 23,East of England,A level,Modern languages - other,Gujarati,0.0,,,,,,
2022 to 23,East of England,A level,Classical studies,Classical Greek,3.0,33.33333,100.0,100.0,100.0,100.0,100.0
2022 to 23,East of England,A level,Design and technology,Total D&T,1093.0,2.83623,11.5279,31.38152,58.46295,81.24428,93.41263
2022 to 23,East of England,A level,Physical Education,Physical Education/Sports Studies,1425.0,5.33333,17.75439,40.5614,66.24561,86.38596,95.78947
2022 to 23,East of England,A level,Art & Design,History of Art,22.0,0.0,13.63636,45.45455,81.81818,95.45455,95.45455
2022 to 23,East of England,A level,English,English language,1040.0,2.69231,12.5,44.23077,81.73077,95.76923,99.23077
2022 to 23,East of England,A level,Modern languages - other,Total Other Modern Languages,338.0,18.04734,53.5503,77.81065,86.68639,92.89941,96.4497
2022 to 23,East of England,A level,Arts,Communication Studies,0.0,,,,,,
2022 to 23,East of England,A level,All facilitating subjects,Total facilitating subjects,37057.0,10.2005,29.72988,53.23691,73.60283,88.33419,96.6619
2022 to 23,East of England,A level,Arts,Film Studies,935.0,2.56684,12.19251,46.63102,79.89305,94.0107,98.71658
2022 to 23,East of England,A level,Maths,Mathematics (Pure),0.0,,,,,,
2022 to 23,East of England,A level,Art & Design,Graphics,456.0,8.55263,25.4386,49.7807,74.34211,91.66667,98.02632
2022 to 23,East of England,A level,Science - other,Environmental Science,265.0,3.77358,10.56604,29.81132,56.60377,79.62264,90.56604
2022 to 23,East of England,A level,Art & Design,Critical Studies,17.0,0.0,23.52941,58.82353,100.0,100.0,100.0
2022 to 23,East of England,A level,Modern languages - other,Urdu,9.0,11.11111,22.22222,77.77778,100.0,100.0,100.0
2022 to 23,East of England,A level,Modern languages - other,Arabic,16.0,43.75,68.75,81.25,87.5,100.0,100.0
2022 to 23,East of England,A level,Archaeology,Total Archaeology,0.0,,,,,,
2022 to 23,East of England,A level,Maths,Mathematics (Statistics),93.0,1.07527,8.60215,32.25806,52.68817,76.34409,93.54839
2022 to 23,East of England,A level,Modern languages,French,573.0,8.90052,36.47469,65.27051,81.50087,92.84468,97.90576
2022 to 23,East of England,A level,Arts,Media/Film/Tv Studies,1907.0,1.88778,12.06083,43.89093,78.02832,94.8086,99.16099
2022 to 23,East of England,A level,Arts,Total Arts,3890.0,2.2108,12.75064,45.62982,77.99486,94.13882,98.92031
2022 to 23,East of England,A level,Arts,Creative Writing,0.0,,,,,,
2022 to 23,East of England,A level,Physical Education,Total Physical Education,1521.0,5.32544,17.61999,41.15713,67.12689,86.78501,95.98948
2022 to 23,East of England,A level,Religious Studies,Total Religious Studies,1331.0,4.73328,21.41247,50.63862,74.60556,89.63186,96.01803
2022 to 23,East of England,A level,All STEM subjects,Total STEM subjects,25735.0,11.56402,31.81659,52.143,70.19235,85.46726,95.65572
2022 to 23,East of England,A level,Physical Education,Dance,96.0,5.20833,15.625,50.0,80.20833,92.70833,98.95833
2022 to 23,North East,A level,General studies,General Studies,0.0,,,,,,
2022 to 23,North East,A level,Maths,Use of mathematics,0.0,,,,,,
2022 to 23,North East,A level,Modern languages - other,Irish,0.0,,,,,,
2022 to 23,North East,A level,Government and politics,Total Government and Politics,410.0,3.90244,16.09756,45.36585,70.73171,85.60976,97.31707
2022 to 23,North East,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2022 to 23,North East,A level,Science - Chemistry,Total Chemistry,1578.0,6.14702,26.9962,49.68314,70.08872,85.99493,96.13435
2022 to 23,North East,A level,Art & Design,Textiles,135.0,4.44444,25.92593,66.66667,88.14815,96.2963,98.51852
2022 to 23,North East,A level,Modern languages - other,Italian,19.0,31.57895,73.68421,89.47368,94.73684,94.73684,100.0
2022 to 23,North East,A level,Modern languages - other,Modern Greek,2.0,50.0,50.0,50.0,100.0,100.0,100.0
2022 to 23,North East,A level,Design and technology,D&T Product Design,244.0,0.81967,6.96721,24.59016,55.7377,76.63934,91.80328
2022 to 23,North East,A level,Classical studies,Latin,8.0,0.0,62.5,75.0,75.0,100.0,100.0
2022 to 23,North East,A level,Modern languages - other,Bengali,0.0,,,,,,
2022 to 23,North East,A level,Geography,Total Geography,1124.0,3.73665,18.77224,49.7331,77.84698,91.99288,97.41993
2022 to 23,North East,A level,History,Total History,1526.0,2.75229,17.69332,48.82045,77.52294,93.51245,98.42726
2022 to 23,North East,A level,Accounting and Finance,Total Accounting and finance,74.0,1.35135,13.51351,43.24324,74.32432,94.59459,98.64865
2022 to 23,North East,A level,Business Studies,Total Business Studies,1214.0,3.21252,13.59143,44.72817,73.88797,90.60956,97.19934
2022 to 23,North East,A level,Modern languages,Spanish,162.0,4.32099,20.98765,53.08642,76.54321,93.82716,99.38272
2022 to 23,North East,A level,Economics,Total Economics,651.0,3.0722,20.58372,50.23041,77.72657,92.62673,98.15668
2022 to 23,North East,A level,Music,Music Technology,14.0,0.0,14.28571,35.71429,42.85714,71.42857,92.85714
2022 to 23,North East,A level,Modern languages - other,Chinese,2.0,0.0,0.0,0.0,50.0,100.0,100.0
2022 to 23,North East,A level,Classical studies,Ancient History,0.0,,,,,,
2022 to 23,North East,A level,Modern languages - other,Persian,1.0,100.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,North East,A level,Art & Design,Photography,326.0,4.90798,16.25767,50.30675,82.51534,93.25153,96.31902
2022 to 23,North East,A level,Home Economics,Home Economics (Food),0.0,,,,,,
2022 to 23,North East,A level,Modern languages - other,Portuguese,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022 to 23,North East,A level,Modern languages - other,Modern Hebrew,5.0,100.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,North East,A level,Anthropology,Total Anthropology,0.0,,,,,,
2022 to 23,North East,A level,Logic/Philosophy,Total Logic/ Philosophy,40.0,0.0,10.0,47.5,72.5,85.0,95.0
2022 to 23,North East,A level,Science - other,Geology,49.0,8.16327,18.36735,44.89796,73.46939,91.83673,97.95918
2022 to 23,North East,A level,Sociology,Total Sociology,1589.0,4.97168,17.99874,46.50724,74.38641,91.56702,96.79043
2022 to 23,North East,A level,Law,Total Law,823.0,4.73876,15.43135,37.05954,62.81896,82.86756,95.86877
2022 to 23,North East,A level,Psychology,Total Psychology,2511.0,4.57985,15.33254,38.5902,65.5914,84.98606,96.33612
2022 to 23,North East,A level,Modern languages - other,Polish,7.0,0.0,42.85714,42.85714,57.14286,71.42857,85.71429
2022 to 23,North East,A level,Computer Science,Total Computer Science,475.0,2.73684,14.94737,35.78947,61.26316,81.68421,93.68421
2022 to 23,North East,A level,Modern languages,German,61.0,8.19672,36.06557,57.37705,88.52459,96.72131,100.0
2022 to 23,North East,A level,ICT,Total ICT,0.0,,,,,,
2022 to 23,North East,A level,Classical studies,Total Classical studies,115.0,5.21739,17.3913,51.30435,83.47826,93.04348,99.13043
2022 to 23,North East,A level,Design and technology,D&T Food Technology,0.0,,,,,,
2022 to 23,North East,A level,Maths,Maths,2295.0,11.80828,33.94336,52.46187,71.98257,86.01307,96.47059
2022 to 23,North East,A level,Maths,Total Maths,2303.0,11.76726,33.82545,52.36648,71.86279,85.97482,96.43943
2022 to 23,North East,A level,Classical studies,Other Classical Languages,4.0,100.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,North East,A level,Art & Design,Art and design,212.0,9.90566,25.9434,55.66038,80.66038,91.98113,96.22642
2022 to 23,North East,A level,Science - other,Electronics,4.0,0.0,0.0,0.0,0.0,25.0,100.0
2022 to 23,North East,A level,Geography,Geography,1124.0,3.73665,18.77224,49.7331,77.84698,91.99288,97.41993
2022 to 23,North East,A level,Design and technology,D&T Engineering,15.0,0.0,6.66667,26.66667,53.33333,80.0,93.33333
2022 to 23,North East,A level,English,English literature,1156.0,6.83391,18.51211,50.0,81.31488,96.6263,99.74048
2022 to 23,North East,A level,Music,Total Music,96.0,2.08333,13.54167,40.625,78.125,92.70833,97.91667
2022 to 23,North East,A level,Modern languages,Total Modern languages including Other,486.0,9.0535,32.30453,61.11111,81.893,94.03292,98.55967
2022 to 23,North East,A level,Music,Music,82.0,2.43902,13.41463,41.46341,84.14634,96.34146,98.78049
2022 to 23,North East,A level,English,English language & literature,55.0,0.0,9.09091,29.09091,65.45455,89.09091,98.18182
2022 to 23,North East,A level,Modern languages - other,Japanese,2.0,0.0,50.0,100.0,100.0,100.0,100.0
2022 to 23,North East,A level,Science - Biology,Total Biology,1978.0,5.7634,21.78969,45.34884,67.29019,86.19818,96.51163
2022 to 23,North East,A level,Classical studies,Classical Civilisation,103.0,1.94175,10.67961,47.57282,83.49515,92.23301,99.02913
2022 to 23,North East,A level,Design and technology,D&T Textiles Technology,6.0,0.0,0.0,50.0,66.66667,83.33333,100.0
2022 to 23,North East,A level,English,Total English,2260.0,4.64602,14.95575,46.41593,79.82301,96.68142,99.60177
2022 to 23,North East,A level,Arts,Drama & Theatre Studies,170.0,1.76471,8.23529,40.58824,73.52941,95.29412,98.82353
2022 to 23,North East,A level,Design and technology,D&T Systems & Control,0.0,,,,,,
2022 to 23,North East,A level,Art & Design,Fine Art,508.0,10.82677,26.37795,54.33071,82.48031,93.89764,99.01575
2022 to 23,North East,A level,Science - Physics,Total Physics,987.0,7.59878,26.0385,45.49139,65.75481,82.77609,96.4539
2022 to 23,North East,A level,Design and technology,Design & Technology,0.0,,,,,,
2022 to 23,North East,A level,Modern languages - other,Russian,5.0,20.0,100.0,100.0,100.0,100.0,100.0
2022 to 23,North East,A level,Maths - Further,Total Further Mathematics,289.0,25.60554,50.86505,70.24221,83.73702,93.07958,98.2699
2022 to 23,North East,A level,General studies,Total General studies,0.0,,,,,,
2022 to 23,North East,A level,Modern languages - other,Turkish,8.0,50.0,62.5,100.0,100.0,100.0,100.0
2022 to 23,North East,A level,Art & Design,3d Studies,30.0,3.33333,20.0,70.0,90.0,96.66667,100.0
2022 to 23,North East,A level,Modern languages - other,Punjabi,0.0,,,,,,
2022 to 23,North East,A level,Science - other,Total Other Sciences,82.0,7.31707,17.07317,39.02439,62.19512,86.58537,98.78049
2022 to 23,North East,A level,All subjects,Total subjects,24336.0,5.62541,20.42653,46.96335,72.94543,89.24638,97.19757
2022 to 23,North East,A level,Art & Design,Total Art & Design,1459.0,7.67649,23.37217,55.79164,83.00206,94.03701,98.08088
2022 to 23,North East,A level,Home Economics,Total Home Economics,0.0,,,,,,
2022 to 23,North East,A level,Modern languages - other,Gujarati,0.0,,,,,,
2022 to 23,North East,A level,Classical studies,Classical Greek,0.0,,,,,,
2022 to 23,North East,A level,Design and technology,Total D&T,265.0,0.75472,6.79245,25.28302,55.84906,76.98113,92.07547
2022 to 23,North East,A level,Physical Education,Physical Education/Sports Studies,379.0,6.86016,17.94195,44.06332,69.65699,85.75198,97.36148
2022 to 23,North East,A level,Art & Design,History of Art,0.0,,,,,,
2022 to 23,North East,A level,English,English language,1049.0,2.47855,11.34414,43.37464,78.93232,97.14013,99.52336
2022 to 23,North East,A level,Modern languages - other,Total Other Modern Languages,72.0,30.55556,61.11111,76.38889,84.72222,88.88889,94.44444
2022 to 23,North East,A level,Arts,Communication Studies,0.0,,,,,,
2022 to 23,North East,A level,All facilitating subjects,Total facilitating subjects,11427.0,7.33351,25.35224,50.07439,73.35259,88.95598,97.25212
2022 to 23,North East,A level,Arts,Film Studies,285.0,1.05263,15.78947,60.70175,86.66667,96.84211,99.29825
2022 to 23,North East,A level,Maths,Mathematics (Pure),0.0,,,,,,
2022 to 23,North East,A level,Art & Design,Graphics,234.0,5.55556,24.35897,59.40171,83.76068,95.7265,99.57265
2022 to 23,North East,A level,Science - other,Environmental Science,29.0,6.89655,17.24138,34.48276,51.72414,86.2069,100.0
2022 to 23,North East,A level,Art & Design,Critical Studies,14.0,0.0,7.14286,42.85714,71.42857,92.85714,100.0
2022 to 23,North East,A level,Modern languages - other,Urdu,2.0,0.0,50.0,50.0,50.0,50.0,50.0
2022 to 23,North East,A level,Modern languages - other,Arabic,18.0,22.22222,44.44444,66.66667,77.77778,83.33333,94.44444
2022 to 23,North East,A level,Archaeology,Total Archaeology,0.0,,,,,,
2022 to 23,North East,A level,Maths,Mathematics (Statistics),8.0,0.0,0.0,25.0,37.5,75.0,87.5
2022 to 23,North East,A level,Modern languages,French,191.0,5.2356,29.84293,63.35079,83.24607,95.28796,98.95288
2022 to 23,North East,A level,Arts,Media/Film/Tv Studies,594.0,1.3468,12.79461,45.6229,77.60943,95.2862,99.6633
2022 to 23,North East,A level,Arts,Total Arts,1049.0,1.3346,12.8694,48.90372,79.40896,95.7102,99.42803
2022 to 23,North East,A level,Arts,Creative Writing,0.0,,,,,,
2022 to 23,North East,A level,Physical Education,Total Physical Education,388.0,6.70103,18.29897,44.58763,70.10309,86.08247,97.42268
2022 to 23,North East,A level,Religious Studies,Total Religious Studies,564.0,2.65957,16.84397,44.85816,72.51773,86.87943,95.56738
2022 to 23,North East,A level,All STEM subjects,Total STEM subjects,7610.0,8.46255,27.73982,48.7385,69.30355,85.62418,96.29435
2022 to 23,North East,A level,Physical Education,Dance,9.0,0.0,33.33333,66.66667,88.88889,100.0,100.0
2022 to 23,West Midlands,A level,General studies,General Studies,0.0,,,,,,
2022 to 23,West Midlands,A level,Maths,Use of mathematics,0.0,,,,,,
2022 to 23,West Midlands,A level,Modern languages - other,Irish,0.0,,,,,,
2022 to 23,West Midlands,A level,Government and politics,Total Government and Politics,1157.0,5.01296,22.81763,50.12965,75.54019,89.71478,97.66638
2022 to 23,West Midlands,A level,Citizenship studies,Total Citizenship studies,0.0,,,,,,
2022 to 23,West Midlands,A level,Science - Chemistry,Total Chemistry,5422.0,6.28919,23.88418,45.75802,64.60716,82.36813,94.89118
2022 to 23,West Midlands,A level,Art & Design,Textiles,171.0,9.35673,26.31579,52.63158,83.04094,92.98246,97.66082
2022 to 23,West Midlands,A level,Modern languages - other,Italian,80.0,21.25,66.25,82.5,90.0,96.25,98.75
2022 to 23,West Midlands,A level,Modern languages - other,Modern Greek,7.0,0.0,14.28571,71.42857,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Design and technology,D&T Product Design,702.0,3.1339,13.67521,36.89459,64.67236,84.75783,95.01425
2022 to 23,West Midlands,A level,Classical studies,Latin,22.0,27.27273,68.18182,77.27273,100.0,100.0,100.0
2022 to 23,West Midlands,A level,Modern languages - other,Bengali,0.0,,,,,,
2022 to 23,West Midlands,A level,Geography,Total Geography,2857.0,5.14526,22.19111,50.40252,76.89884,92.68463,98.14491
2022 to 23,West Midlands,A level,History,Total History,3926.0,3.7188,17.49873,47.22364,74.73255,92.12939,98.08966
2022 to 23,West Midlands,A level,Accounting and Finance,Total Accounting and finance,329.0,0.6079,9.42249,27.35562,54.10334,74.46809,96.35258
2022 to 23,West Midlands,A level,Business Studies,Total Business Studies,3689.0,3.79507,15.01762,44.4836,74.16644,91.43399,97.75007
2022 to 23,West Midlands,A level,Modern languages,Spanish,350.0,5.71429,31.71429,57.42857,77.42857,91.42857,97.71429
